Id	Buckwalter	Arabic	English	Meanings	BanglaMeanings
810	tbE	طبع	ṭā bā ʿayn	 follow/went or walked behind/after, overtook, pursue/investigate/examine/hunt,  sought/reach/obtain it, prosecute/sue (for right/due or blood-revenge),  succession of one to another, consecutive/successive, follower, imitator,  continue the same course, aid/assist/help, come with, obey, desire/demand. An appelation of each of the Kings of El-Yemen who posessed Himyer and Hadramowt,  so called because they followed one another when one died, another took his  place, followed him in his course of acting. It is said in a tradition to mean a  particular King who was a believer, whose people were unbelievers. [44:37, 50:14]  tabi'a vb. (I) perf. act.   2:38,  2:145, 3:73, 7:18, 14:36, 17:63, 38:85 impf. act. 2:263, 79:7 pcple. act. 2:145, 2:145, 24:31  taba n.m. 14:21, 40:47   tabi n.m. 17:69   tubba n.prop. 44:37, 50:145  atba'a vb. (IV) perf. act. 7:175, 10:90,  15:18, 18:85, 18:89, 18:92, 20:78, 23:44, 26:60, 28:42, 37:10 impf. act.  2:262, 77:17, perf. pass. 11:60, 11:99  tataba'a vb. (VI) - 4:92, 58:4  ittaba'a vb. (VIII) perf. act. 2:102, 2:120,  2:145, 2:166, 2:167, 3:20, 3:53, 3:55, 3:68, 3:162, 3:167, 3:174, 4:83, 4:125,  5:16, 7:90, 7:157, 7:176, 8:64, 9:42, 9:100, 9:117, 11:27, 11:59, 11:97, 11:116,  , 12:38, 12:108, 13:37, 15:42, 18:28, 18:70, 19:59, 20:16, 20:47, 20:123, 23:71,  26:111, 26:215, 28:35, 28:50, 30:29, 34:20, 36:11, 40:7, 47:3, 47:3, 47:14,  47:16, 47:28, 52:21, 54:3, 57:27, 71:21 impf. act.  2:120, 2:143, 2:168, 2:170, 2:208, 3:7, 4:27, 4:115, 4:135,  5:48, 5:49, 5:77, 6:50, 6:56, 6:116, 6:142, 6:148, 6:150, 6:153, 7:3, 7:142,  7:157, 7:193, 7:302, 10:15, 10:36, 10:66, 10:66, 10:89, 14:44, 17:47, 18:66,  20:93, 20:108, 20:134, 22:3, 24:21, 24:21, 25:8, 26:40, 26:224, 28:47, 28:49,  28:50, 28:57, 31:21, 38:26, 39:18, 42:15, 45:18, 46:9, 48:15, 48:15, 53:23,  53:28, 54:24 impv. 2:170, 3:31, 3:95, 6:106, 6:153, 6:155,  7:3, 7:158, 10:109, 15:65, 16:123, 19:43, 20:90, 29:12, 31:15, 31:21,  33:2, 36:20, 36:21, 39:55, 40:38, 43:61, 45:18, 75:18 perf. pass. 2:166 impf. pass. 10:35 n.vb. 2:178, 4:157 pcple. pass. 26:52, 44:23  Lane's Lexicon, Volume 1, pages:  330,  331,  332,  333      = Ta-Ba-Ba  = suffer loss, diminution, become beaten/trodden/lost, become old, perished,  perdition, death, weakened/impaired, to cut-off, curtail, be doomed,  destruction/loss/ruin.	
811	Tbq	طبق	ṭā bā qāf	 to cover/overwhelm, to make a thing  match/conform/suit/correspond/agree with another thing, to hit/get right, become  accustomed/habituated, a thing that is equal of another thing of any kind in its  measure so that it covers the whole extent of the latter like the lid,  tibaqun - fittings, adapting, in order one above another, stages, layers,  stories, series, plane, floors, stratum.	
812	THw	طحو	ṭā ḥā wāw		
813	TrH	طرح	ṭā rā ḥā	 to cast, fling, throw,  remove, reject, put it away, put at a distance, separate, make long,  distance/remoteness.	
814	Trd	طرد	ṭā rā dāl	 to drive away, send away, get somebody out, drive out,  drive away, one who drives away, expel/banish, charge upon, assault/attack,  hunt/pursue.	
815	trf	طرف	ṭā rā fā	 soft, ease, to lead a delicate life, enjoy good things of life, to bestow  the good things of life. Luxuriant/flourishing/succulent/plentifulness. Corrupted, well to do, ungrateful, proud, one whom a life of softness and ease  has caused to behave insolently, one whom the exclusive pursuit of pleasures of  life has corrupted.	
816	trq	طرق	ṭā rā qāf		
817	Trw	طرو	ṭā rā wāw		
818	TEm	طعم	ṭā ʿayn mīm	 ate/taste/swallowed, to flavour/savour, appetite/desire, to feed/supply, way  of eating, food/meal, cultivate, ripened fruit, an approvable quality in a man  (e.g. intelligence/prudence/discretion), good state/condition in respect of  food, one who feeds much, place of eating.	
819	TEn	طعن	ṭā ʿayn nūn	 to thrust, defame/discredit, to speak ill of someone,  traducing, assail, revile, scoff, pierce, spear, wound, calumniate.	
820	Tgy	طغي	ṭā ghayn yā	 exceed a limit, to transgress, wander from its orbit,  exceed the bound, wayward, to rise high, to overflow, to rage, go astray,  deviate, be incurious, mischievous, impious, tyrannical, inordinate, rebellious,  exorbitant, exceedingly wicked, insolence, injustice, infidelity, rebellion,  storm of thunder &amp; lightning of extreme severity, outburst, powers of evil, lead  to evil, be overbold, contumacy, extravagantly disobedient, immoderate, corrupt,  top or upper part of a mountain, idol/demon, source of wickedness.	
821	TfA	طفأ	ṭā fā hamza	 to extinguish / to put  out / to quench - (e.g. fire/light).	
822	Tff	طفف	ṭā fā fā		
823	Tfq	طفق	ṭā fā qāf	 begin/start to do something, to take to doing something, to  set about, commence/initiate, continue uninterruptedly.	
824	Tfl	طفل	ṭā fā lām	 baby/infant/child, to be of tenderage, young one, tiny  baby, tender/soft. The sun rose/set (red/orange sky).	
825	Tlb	طلب	ṭā lām bā	 to seek/ask/desire/follow.  talabun - act of searching for. taalibun - seeks. matluub - they sought. talaban  - seeking.	
826	TlH	طلح	ṭā lām ḥā	 acacias, plantains, banana  trees 	
827	TlE	طلع	ṭā lām ʿayn	 to ascend/rise, go up,  learn, come on, come towards anyone, start from, climb upon, reach, sprout,  notice, look, seek, examine, expose, explain, appear, inform, occur, consider,  know. tal'un - the spathe or sheath in which the flowers of the date palm are  enclosed, also the fruit when it first appears, fruit, ranged dates. tuluu -  rising. matla'un - twilight of rising (of sun). atla'a (vb. 4) - to make  manifest to anyone, cause one to understand. ittala'a for itta'ala'a (vb. 8) -  to mount up, penetrate. attala'a for a'attala'a - has he penetrated (here the  hamzah of union waslah being omitted after the interrogative hamzah).	
828	Tlq	طلق	ṭā lām qāf	 to be free from bond, be  divorced, be repudiated. talaaq - divorce. ta'allaqa (vb. 2) - to  divorce/quit/leave. mutallaqatun - divorced woman. intalaqa - to start doing  something, depart, set out in doing something, go ones way, be free or loose.	
829	tll	طلل	ṭā lām lām	 To lay down, let down, threw down, drop, lay prostrate, lay  one down upon one's kin, neck, cheek, or breast. Shake, move, agitate, put in state of motion or commotion,  rough/severe/vehement. Sluggish, laziness. Charge, upbraid, deliver.	
830	Tmv	طمث	ṭā mīm thā	 to touch (a female  sexually), to deflower, devirgination.	
831	Tms	طمس	ṭā mīm sīn	 to be effaced,  disappear, go far away, destroy, be corrupted, wipe out, obliterate, alter, put  out, lose brightness, be remote, blot out the trace of. 	
832	TmE	طمع	ṭā mīm ʿayn	 to covet, eagerly desire,  long or hope for, yearn for. tama'un - desire, hoping and longing for, causing  to be full of hope.	
833	tmm	طمم	ṭā mīm mīm	 To be entire/full/whole, blossom, full-grown, complete, perfect, fulfilled,  accomplish. Strong, firm, hard.	
834	Tmn	طمن	ṭā mīm nūn	Miim-Siin = to be effaced,  disappear, go far away, destroy, be corrupted, wipe out, obliterate, alter, put  out, lose brightness, be remote, blot out the trace of. 	
835	Thr	طهر	ṭā hā rā	 to be or become clean/pure  or free of dirt, made it or caused it to be distant/remote, cleanse/wash/purify,  refrain, remove oneself, to clear/clean, ablution.	
836	Twd	طود	ṭā wāw dāl	 to be firm and immoveable, steadfast, it rose or ascended  in the air, lofty/great/mighty/high mountain/building, cliff, mound, elevated or  overlooking tract of land, go round about/much.	
837	twr	طور	ṭā wāw rā	 For dara, with the change of ta with dal: To go round,  flow, ran, repeat (an action). According to Azhari the word is actually Ta'ara, where Hamza is omitted meaning  space of time, a time, one time. Return/repeat time after time. Messenger between people or that goes about between lovers. Apply constantly.	
838	TwE	طوع	ṭā wāw ʿayn	 to obey, permit/consent, obedience, to do voluntarily, do an act with effort.  istaa'a - to be able, have power, be capable of.	
839	Twf	طوف	ṭā wāw fā	 act  of going/walking, going/walking around or otherwise, to go or wander about,  circuited/compassed, journeyed, came to him, come upon, visitation, visit,  approach, drew near, to go round or round about often, encompass, &quot;the men/people/locusts filled the land like the TWF/flood/deluge&quot;,  overpowering/overwhelming rain/water that covers, a servant that serves one with gentleness and carefulness, a detached/distinct part/portion, a piece or bit, a party/division/sect, a sort of raisins of which the bunches are composed of closely-compacted  berries, a garment in which one goes round or circuits, a place of going round  or round about.	
840	Twq	طوق	ṭā wāw qāf	 to be able, be in a position to do something. taaqatun - ability, power,  strength. ataaqa (vb. 4) - to be able to do a thing. tawwaqa (vb. 2) - to twist  a collar, put a neck-ring on, impose a difficult task on a person, enable, hang  around neck, impose, lay upon, encircle. ataaqa (vb. 4) - to be able to do a  thing, find extremely hard and difficult to bear, do a thing with great  difficulty. taaqat - the utmost that a person can do.	
841	Twl	طول	ṭā wāw lām	 to be long, continue for a long time, be lasting, be protracted. taulu -  plenty of wealth, sufficiency of personal social and material means, power.  tuulun - height. tawiilun - long. tatawala - to spread, be lengthened/prolonged.	
842	Twy	طوي	ṭā wāw yā	 roll up, fold.	
843	Tyb	طيب	ṭā yā bā	 to be good, pleasant, agreeable, lawful. tibna - of their (women's) own free  will and being good (to you). tuuba - joy, happiness, an enviable state of  bliss. tayyib - good/clean/wholesome/gentle/excellent/fair/lawful.	
844	Tyr	طير	ṭā yā rā	 flew,  hasten to it, outstripped, become foremost, fled, love, become attached, famous,  conceive, scatter/disperse, fortune.	
845	tyn	طين	ṭā yā nūn	 fig, fig tree; name of a hillock. The fig is a symbol of the era of Adam, of  Mosaic day and that of Jesus.	
846	ZEn	ظعن	ẓā ʿayn nūn	 went away, departure, migration, journey, remove	
847	ZmA	ظمأ	ẓā mīm hamza	 to be thirsty, desire a  thing, alter a thing (heat), jade.	
848	Znn	ظنن	ẓā nūn nūn	 To    think, suppose, doubt, assume, deem, believe, know, imagine, suspect, conjunctive,    be sure of something in view of one's observations. As a general rule often    this verb is succeeded by 'anna or 'an, that means to be sure about.	
849	EbA	عبأ	ʿayn bā hamza	  to care for, be solicitous, hold to be of any weight or worth, attach any weight  or value, have concern.	
850	Ebv	عبث	ʿayn bā thā		
851	Ebd	عبد	ʿayn bā dāl	 serve, worship, adore, venerate, accept the impression of a thing, obey with submissiveness or humility, approve, apply,  devote, obedience, slave, keep to inseparably, subdue, assemble together, enslave.	
852	Ebr	عبر	ʿayn bā rā	  to cross, interpret, state clearly, pass over. i'tabara - to consider, ponder  over, take into account, get experience from, take warming. abratun (pl. i'bar)  -&nbsp; regard/consideration, admonition, warning, example, instructive warning.  abir (pl. abirina) - one who passes over. i'tabara - to take warning, learn a  lesson.	
853	Ebs	عبس	ʿayn bā sīn	  to frown, look sternly, austere, grim.	
854	Ebqr	عبقر	ʿayn bā qāf rā	 great, excellent, beautiful, fine, of finest quality, chief, glittering,  surpassing, surpassingly efficient, extraordinary, superior, pre-eminent,  superseding, quick-witted, expert, vigorous, effective, magnificent, grand,  sublime, high, exalted, dignified, learned, perfect, accomplished,  mighty/powerful/strong, rich carpet, garment splendidly manufactured, variegated  cloth, garment of silk, brocade, thing that surpasses every other thing. (there  is no other word in Arabic to indicate the fine of finest quality)	
855	Etb	عتب	ʿayn tā bā	 to be angry, blame. ist'ataba (vb. 10) - to seek to remove, blame, seek  favour/pleasure, please, be allowed to make amends for his sins, accept any  excuse in defence, take favour, be allowed to approach the threshold, be given  leave to seek pleasure of, regard with favours, grant goodwill. a'taba - to  satisfy. ta'attab - to accuse anyone of a blameworthy action. atabatun -  threshold, hold of a door, step of a ladder, ascent of hill. utba - favour  granted. itab - blame, reproof, complaint, charge.	
856	Etd	عتد	ʿayn tā dāl	 to be ready, prepared, at hand, provide a thing for the future.	
857	Etq	عتق	ʿayn tā qāf	 to be old, ancient, freed, emancipate, beautiful, excellent, noble.	
858	Etl	عتل	ʿayn tā lām	 atala vb. (1)  impv. 44:47	
859	Etw	عتو	ʿayn tā wāw	 to drag, push violently, draw along, pull, carry anyone away forcibly. atiya -  to be quick to do evil. utuyyun - prone/quick to do evil, wicked, rough,  glutton, rude, hard-hearted ruffian, cruel, greedy, violent, ignoble,  ill-mannered. atiyatin - blowing with extraordinary force.	
860	Evr	عثر	ʿayn thā rā	 to obtain knowledge, become acquainted with, light upon. 	
861	Evw	عثو	ʿayn thā wāw	 to do evil, perpetrate crime, act corruptly/wickedly.	
862	Ejb	عجب	ʿayn jīm bā	 to wonder, marvel, be astonished, be amazed, delight, please, admire,  astounding, matter of wonder.	
863	Ejz	عجز	ʿayn jīm zāy	 to become behind, lack, become in the rear, lag behind (strength), become  incapable, powerless, be weak. ujuzun - old women. a'jaza (vb. 4) to weaken,  frustrate, find one to be weak. mu'ajiz - one who baffles. ajzun (pl. a'jazun) -  portion of the trunk that is below its upper part.	
864	Ejf	عجف	ʿayn jīm fā	 to become lean, emaciate (animal).	
865	Ejl	عجل	ʿayn jīm lām	 to hasten, make speed, accelerate, be hasty, act hastily, hurry over, do  speedily. ajalun - precipitation, haste. ajil - that which hastens away,  transitory. ista'jala - to seek or desire to hasten, urge one to make haste in  doing anything. ijlun - calf	
866	Ejm	عجم	ʿayn jīm mīm	 to chew, try by biting. a'jama - to speak Arabic imperfectly, abstruse  (language). a'jamiyyun - foreign, non-Arab, one who has an impediment in speech.  a'jamiyyan - foreign tongue. a'jamina - non-Arabs.	
867	Edd	عدد	ʿayn dāl dāl	  to count, number, reckon, make the census of. addun - number, computation,  determined number. adadun - number. iddatun - a number, prescribed term,  counting, to count, legal waiting period for a woman after she is divorced or  becomes a widow before she may marry again. a'dd - to prepare, make ready.  addina - those who count. ma'dudun - counted one.	
868	Eds	عدس	ʿayn dāl sīn	  to toil, tend (a flock), treat (a thing). adasa fi ard - to journey. udisa - to  have red pimples. adasun - lentils.	
869	Edl	عدل	ʿayn dāl lām	  to act and deal justly, equitably, with fairness and proportion, adjust properly  as to relative magnitude, establish justice, hold as equal, pay as an aquivalent,  dispose aright, straighten, deviate from the right path, turn aside, stray from.  adlun - justice, equity, accuracy, recompense, ransom, equivalent, compensation,  instead (thereof).	
870	Edw	عدو	ʿayn dāl wāw	  to pass by, overlook, transgress, turn aside. adwun - wickedly, unjustly, spitefully, wrongfully. adi'yat - companies of warriors, chargers, horses of the warriors, wayfarers who  run fast on their journey, swift horses. aduwatun - enmity. udwan - hostility, injustice. aduwwan (pl. aduwun) - enemy.	
871	E*b	عذب	ʿayn dhāl bā	    chastisement, castigate, punishment, torture, torment, retribution, abstain/desist,    relinquish, quit.   adhb - sweet (usually water), e.g. 25:53, 35:12.	
872	E*r	عذر	ʿayn dhāl rā	  to beg pardon, to excuse, to free anyone from guilt or blame, excuse/plea, those  who put forth excuses, apologists.	
873	Erb	عرب	ʿayn rā bā	 Arab,    Arabic, become Arabic/Arabian, corrupted/disordered/bad, swollen/abundant (said    of a camel's hump or water), recrudescent, brisk/lively/sprightly, reply against/to,    lopping/pruning a palm-tree, drinking much/clear water.   Clear/plain/distinct speech free from error/incorrectness.   Dwelt/abode in the desert, amorous/loving/passionate, a river that flows with    strong/vehement current, obscene/foul speech.   Friday (an ancient name of that day in the Time of Ignorance, or an Arabicized    Nabathaen word according to some), the magnified/manifest, seventh heaven.	
